region,date,load
Capital,2018/06/20,1495.58333333333
Capital,2018/06/21,1470.29166666666
Capital,2018/06/22,1422.45833333333
Capital,2018/06/23,1357.29166666666
Capital,2018/06/24,1301.41666666666
Capital,2018/06/25,1400.20833333333
Capital,2018/06/26,1365.45833333333
Capital,2018/06/27,1427.5
Capital,2018/06/28,1462.33333333333
Capital,2018/06/29,1598.91666666666
Capital,2018/06/30,1660.08333333333
Capital,2018/07/01,1839.83333333333
Capital,2018/07/02,2083.95833333333
Capital,2018/07/03,2028.29166666666
Capital,2018/07/04,1893.125
Capital,2018/07/05,1974.45833333333
Capital,2018/07/06,1869.54166666666
Capital,2018/07/07,1350.16666666666
Capital,2018/07/08,1393.70833333333
Capital,2018/07/09,1627.41666666666
Capital,2018/07/10,1747.70833333333
Capital,2018/07/11,1664
Capital,2018/07/12,1547.41666666666
Capital,2018/07/13,1626.45833333333
Capital,2018/07/14,1622.125
Capital,2018/07/15,1741.95833333333
Capital,2018/07/16,1913.91666666666
Capital,2018/07/17,1857.66666666666
Capital,2018/07/18,1575.75
Capital,2018/07/19,1480.375
Capital,2018/07/20,1569.91666666666
Capital,2018/07/21,1540.58333333333
Capital,2018/07/22,1537.41666666666
Capital,2018/07/23,1767.83333333333
Capital,2018/07/24,1825.5
Capital,2018/07/25,1814.29166666666
Capital,2018/07/26,1697.29166666666
Capital,2018/07/27,1677.45833333333
Capital,2018/07/28,1548.08333333333
Capital,2018/07/29,1461.45833333333
Capital,2018/07/30,1508.875
Capital,2018/07/31,
Capital,2018/08/01,1665.33333333333
Capital,2018/08/02,1769.75
Capital,2018/08/03,1690.54166666666
Capital,2018/08/04,1571.29166666666
Capital,2018/08/05,1580.08333333333
Capital,2018/08/06,
Capital,2018/08/07,1894.20833333333
Capital,2018/08/08,1792.08333333333
Capital,2018/08/09,1777.54166666666
Capital,2018/08/10,1653.08333333333
Capital,2018/08/11,1480.16666666666
Capital,2018/08/12,1458
Capital,2018/08/13,1617.25
Capital,2018/08/14,1680
Capital,2018/08/15,1731.625
Capital,2018/08/16,1826.125
Capital,2018/08/17,1759.79166666666
Capital,2018/08/18,1606.70833333333
Capital,2018/08/19,1437.83333333333
Capital,2018/08/20,1503.91666666666
Capital,2018/08/21,1540.75
Capital,2018/08/22,1595.04166666666
Capital,2018/08/23,1465.58333333333
Capital,2018/08/24,1463.66666666666
Capital,2018/08/25,1466
Capital,2018/08/26,1460.29166666666
Capital,2018/08/27,1726.25
Capital,2018/08/28,1967.66666666666
Capital,2018/08/29,2042.04166666666
Capital,2018/08/30,1855.875
Capital,2018/08/31,1485.20833333333
Capital,2018/09/01,1414.75
Capital,2018/09/02,1477.45833333333
Capital,2018/09/03,
Capital,2018/09/04,1872.16666666666
Capital,2018/09/05,1833.08333333333
Capital,2018/09/06,1945.625
Capital,2018/09/07,1589.5
Capital,2018/09/08,1316.91666666666
Capital,2018/09/09,1207.04166666666
Capital,2018/09/10,1318.54166666666
Capital,2018/09/11,1327.33333333333
Capital,2018/09/12,1400.58333333333
Capital,2018/09/13,1496.20833333333
Capital,2018/09/14,1538.875
Capital,2018/09/15,1491.16666666666
Capital,2018/09/16,1539.33333333333
Capital,2018/09/17,1635.5
Capital,2018/09/18,1640.625
Capital,2018/09/19,1537.95833333333
Capital,2018/09/20,1383.16666666666
Capital,2018/09/21,1410.125
Capital,2018/09/22,1282.66666666666
Capital,2018/09/23,1198.20833333333
Capital,2018/09/24,1274.16666666666
Capital,2018/09/25,1329.58333333333
Capital,2018/09/26,1375.83333333333
Capital,2018/09/27,1282.33333333333
Capital,2018/09/28,1274.5
Capital,2018/09/29,1166.5
Capital,2018/09/30,1160.33333333333
Capital,2018/10/01,1271.66666666666
Capital,2018/10/02,1303.16666666666
Capital,2018/10/03,1277.29166666666
Capital,2018/10/04,1264.58333333333
Capital,2018/10/05,1192.5
Capital,2018/10/06,1186.83333333333
Capital,2018/10/07,1193.875
Capital,2018/10/08,1226.375
Capital,2018/10/09,1285.45833333333
Capital,2018/10/10,1392.45833333333
Capital,2018/10/11,1455.95833333333
Capital,2018/10/12,1276.58333333333
Capital,2018/10/13,1192.91666666666
Capital,2018/10/14,1150.875
Capital,2018/10/15,1298.20833333333
Capital,2018/10/16,1250.95833333333
Capital,2018/10/17,1292.5
Capital,2018/10/18,1304.20833333333
Capital,2018/10/19,1299.16666666666
Capital,2018/10/20,1205.83333333333
Capital,2018/10/21,1205.625
Capital,2018/10/22,1300
Capital,2018/10/23,1300.79166666666
Capital,2018/10/24,1311.5
Capital,2018/10/25,1330.29166666666
Capital,2018/10/26,1320.66666666666
Capital,2018/10/27,1308.45833333333
Capital,2018/10/28,1251.08333333333
Capital,2018/10/29,1299.625
Capital,2018/10/30,
Capital,2018/10/31,1317.125
Capital,2018/11/01,1295.16666666666
Capital,2018/11/02,1282.25
Capital,2018/11/03,1205.70833333333
Capital,2018/11/04,1193.83333333333
Capital,2018/11/05,1313.125
Capital,2018/11/06,1284.70833333333
Capital,2018/11/07,1215.20833333333
Capital,2018/11/08,1250.45833333333
Capital,2018/11/09,1300.875
Capital,2018/11/10,1206.25
Capital,2018/11/11,1207.25
Capital,2018/11/12,1271.625
Capital,2018/11/13,1325.66666666666
Capital,2018/11/14,1359.04166666666
Capital,2018/11/15,1456.375
Capital,2018/11/16,1447.20833333333
Capital,2018/11/17,1328.125
Capital,2018/11/18,1315.79166666666
Capital,2018/11/19,1393.04166666666
Capital,2018/11/20,1424.95833333333
Capital,2018/11/21,1444.33333333333
Capital,2018/11/22,1468.20833333333
Capital,2018/11/23,1451.75
Capital,2018/11/24,1406.25
Capital,2018/11/25,1330.25
Capital,2018/11/26,1372.45833333333
Capital,2018/11/27,1382.08333333333
Capital,2018/11/28,1377.375
Capital,2018/11/29,1368.33333333333
Capital,2018/11/30,1371.33333333333
Capital,2018/12/01,1314.91666666666
Capital,2018/12/02,1317.75
Capital,2018/12/03,1299.04166666666
Capital,2018/12/04,1357.04166666666
Capital,2018/12/05,1424.41666666666
Capital,2018/12/06,1458.16666666666
Capital,2018/12/07,1418.91666666666
Capital,2018/12/08,1453.08333333333
Capital,2018/12/09,1396.5
Capital,2018/12/10,4308.76321719077
Capital,2018/12/11,1489.375
Capital,2018/12/12,1459.83333333333
Capital,2018/12/13,1543.41666666666
Capital,2018/12/14,1485.29166666666
Capital,2018/12/15,1333.08333333333
Capital,2018/12/16,1372.58333333333
Capital,2018/12/17,1415.16666666666
Capital,2018/12/18,1466.25
Capital,2018/12/19,1494.5
Capital,2018/12/20,1465.41666666666
Capital,2018/12/21,1396.91666666666
Capital,2018/12/22,1311.83333333333
Capital,2018/12/23,1360.33333333333
Capital,2018/12/24,1352.29166666666
Capital,2018/12/25,1246.20833333333
Capital,2018/12/26,1384.20833333333
Capital,2018/12/27,1391.33333333333
Capital,2018/12/28,1397.16666666666
Capital,2018/12/29,1270.08333333333
Capital,2018/12/30,1336.66666666666
Capital,2018/12/31,1355.54166666666
Capital,2019/01/01,1227.58333333333
Capital,2019/01/02,1334.79166666666
Capital,2019/01/03,1393.70833333333
Capital,2019/01/04,1328.5
Capital,2019/01/05,1282.54166666666
Capital,2019/01/06,1258.58333333333
Capital,2019/01/07,1431.41666666666
Capital,2019/01/08,1439.875
Capital,2019/01/09,1370.75
Capital,2019/01/10,1412.375
Capital,2019/01/11,1498.75
Capital,2019/01/12,1510.875
Capital,2019/01/13,1489.20833333333
Capital,2019/01/14,1546.66666666666
Capital,2019/01/15,1556.875
Capital,2019/01/16,1468.125
Capital,2019/01/17,1496.79166666666
Capital,2019/01/18,1531.91666666666
Capital,2019/01/19,1479
Capital,2019/01/20,1575.375
Capital,2019/01/21,1741.5
Capital,2019/01/22,1758.58333333333
Capital,2019/01/23,1647.58333333333
Capital,2019/01/24,1487.33333333333
Capital,2019/01/25,1447.95833333333
Capital,2019/01/26,1463.04166666666
Capital,2019/01/27,1457.45833333333
Capital,2019/01/28,1467.79166666666
Capital,2019/01/29,
Capital,2019/01/30,1533.29166666666
Capital,2019/01/31,1707.29166666666
Capital,2019/02/01,1701.33333333333
Capital,2019/02/02,1608.58333333333
Capital,2019/02/03,1412.66666666666
Capital,2019/02/04,1304.16666666666
Capital,2019/02/05,1291.70833333333
Capital,2019/02/06,1357.45833333333
Capital,2019/02/07,1372.58333333333
Capital,2019/02/08,1324.25
Capital,2019/02/09,1381.625
Capital,2019/02/10,1381.95833333333
Capital,2019/02/11,1397.04166666666
Capital,2019/02/12,1553.45833333333
Capital,2019/02/13,1478.5
Capital,2019/02/14,1419.16666666666
Capital,2019/02/15,1383.29166666666
Capital,2019/02/16,1313.58333333333
Capital,2019/02/17,
Capital,2019/02/18,1447.79166666666
Capital,2019/02/19,1518.125
Capital,2019/02/20,1555.45833333333
Capital,2019/02/21,1443.75
Capital,2019/02/22,1378.04166666666
Capital,2019/02/23,1330
Capital,2019/02/24,1322.25
Capital,2019/02/25,1378.875
Capital,2019/02/26,1464.75
Capital,2019/02/27,1589.58333333333
Capital,2019/02/28,1574.125
Capital,2019/03/01,1493.04166666666
Capital,2019/03/02,1393.625
Capital,2019/03/03,1318.54166666666
Capital,2019/03/04,1355.41666666666
Capital,2019/03/05,
Capital,2019/03/06,1488.875
Capital,2019/03/07,1516
Capital,2019/03/08,1482.54166666666
Capital,2019/03/09,1351.83333333333
Capital,2019/03/10,1374.29166666666
Capital,2019/03/11,1354.5
Capital,2019/03/12,1369.625
Capital,2019/03/13,1374
Capital,2019/03/14,1296.25
Capital,2019/03/15,1245.54166666666
Capital,2019/03/16,1218.08333333333
Capital,2019/03/17,1260.29166666666
Capital,2019/03/18,1289.66666666666
Capital,2019/03/19,1308.70833333333
Capital,2019/03/20,1272.20833333333
Capital,2019/03/21,1295.83333333333
Capital,2019/03/22,1325.41666666666
Capital,2019/03/23,1271.04166666666
Capital,2019/03/24,1211.79166666666
Capital,2019/03/25,1201.625
Capital,2019/03/26,1249.33333333333
Capital,2019/03/27,1254
Capital,2019/03/28,1276.95833333333
Capital,2019/03/29,1269.125
Capital,2019/03/30,1165.5
Capital,2019/03/31,1140.5
Capital,2019/04/01,1238.45833333333
Capital,2019/04/02,1267.95833333333
Capital,2019/04/03,1206.83333333333
Capital,2019/04/04,1211.29166666666
Capital,2019/04/05,1305.91666666666
Capital,2019/04/06,1183.20833333333
Capital,2019/04/07,1092.33333333333
Capital,2019/04/08,1173
Capital,2019/04/09,1165.33333333333
Capital,2019/04/10,1157.33333333333
Capital,2019/04/11,1198.625
Capital,2019/04/12,1173.125
Capital,2019/04/13,1035.16666666666
Capital,2019/04/14,1057.5
Capital,2019/04/15,1176.79166666666
Capital,2019/04/16,1202.29166666666
Capital,2019/04/17,1148.58333333333
Capital,2019/04/18,1146.70833333333
Capital,2019/04/19,1157.70833333333
Capital,2019/04/20,1123
Capital,2019/04/21,1055
Capital,2019/04/22,1091.41666666666
Capital,2019/04/23,1105.875
Capital,2019/04/24,1113.58333333333
Capital,2019/04/25,1089.33333333333
Capital,2019/04/26,1160.08333333333
Capital,2019/04/27,1120.08333333333
Capital,2019/04/28,1117.45833333333
Capital,2019/04/29,1131.04166666666
Capital,2019/04/30,1182.625
Capital,2019/05/01,1198.79166666666
Capital,2019/05/02,1199.79166666666
Capital,2019/05/03,1179.08333333333
Capital,2019/05/04,1067.375
Capital,2019/05/05,1073.875
Capital,2019/05/06,1101.95833333333
Capital,2019/05/07,1159.91666666666
Capital,2019/05/08,1097.33333333333
Capital,2019/05/09,1149.33333333333
Capital,2019/05/10,1194.875
Capital,2019/05/11,1041.70833333333
Capital,2019/05/12,1096.625
Capital,2019/05/13,1199
Capital,2019/05/14,1227.375
Capital,2019/05/15,1154
Capital,2019/05/16,1120.58333333333
Capital,2019/05/17,1144.79166666666
Capital,2019/05/18,1016.16666666666
Capital,2019/05/19,1051.45833333333
Capital,2019/05/20,1252.45833333333
Capital,2019/05/21,1125.125
Capital,2019/05/22,1109.375
Capital,2019/05/23,1176.41666666666
Capital,2019/05/24,1189.20833333333
Capital,2019/05/25,1072.91666666666
Capital,2019/05/26,1101.41666666666
Capital,2019/05/27,1103.29166666666
Capital,2019/05/28,1187.08333333333
Capital,2019/05/29,1158.29166666666
Capital,2019/05/30,1163.375
Capital,2019/05/31,1192.625
Capital,2019/06/01,
Capital,2019/06/02,
Capital,2019/06/03,
Capital,2019/06/04,
Capital,2019/06/05,
Capital,2019/06/06,
Capital,2019/06/07,
Capital,2019/06/08,
Capital,2019/06/09,
Capital,2019/06/10,
Capital,2019/06/11,
Capital,2019/06/12,
Capital,2019/06/13,
Capital,2019/06/14,
Capital,2019/06/15,
Capital,2019/06/16,
Capital,2019/06/17,
Capital,2019/06/18,
Capital,2019/06/19,
Capital,2019/06/20,
Capital,2019/06/21,
Capital,2019/06/22,
Capital,2019/06/23,
Capital,2019/06/24,
Capital,2019/06/25,
Capital,2019/06/26,
Capital,2019/06/27,
Capital,2019/06/28,
Capital,2019/06/29,
Capital,2019/06/30,
Capital,2019/07/01,1390.125
Capital,2019/07/02,1470.08333333333
Capital,2019/07/03,1593
Capital,2019/07/04,1597.70833333333
Capital,2019/07/05,1668.16666666666
Capital,2019/07/06,1736.75
Capital,2019/07/07,1432.83333333333
Capital,2019/07/08,1428.91666666666
Capital,2019/07/09,1539.29166666666
Capital,2019/07/10,1627.45833333333
Capital,2019/07/11,1736.25
Capital,2019/07/12,1662.79166666666
Capital,2019/07/13,1547.625
Capital,2019/07/14,1607.04166666666
Capital,2019/07/15,1581.25
Capital,2019/07/16,1660.41666666666
Capital,2019/07/17,1821.04166666666
Capital,2019/07/18,1701.16666666666
Capital,2019/07/19,1771.08333333333
Capital,2019/07/20,1938.08333333333
Capital,2019/07/21,1834.95833333333
Capital,2019/07/22,1654.95833333333
Capital,2019/07/23,1466.16666666666
Capital,2019/07/24,1498.875
Capital,2019/07/25,1516
Capital,2019/07/26,1568.54166666666
Capital,2019/07/27,1568.625
Capital,2019/07/28,
Capital,2019/07/29,1813.95833333333
Capital,2019/07/30,1903.16666666666
Capital,2019/07/31,1770.25
Capital,2019/08/01,1625.625
Capital,2019/08/02,1591.79166666666
Capital,2019/08/03,1582.66666666666
Capital,2019/08/04,1501.16666666666
Capital,2019/08/05,1489.33333333333
Capital,2019/08/06,1580.66666666666
Capital,2019/08/07,1670.25
Capital,2019/08/08,1667.41666666666
Capital,2019/08/09,1538.125
Capital,2019/08/10,1379.25
Capital,2019/08/11,1298
Capital,2019/08/12,1484.29166666666
Capital,2019/08/13,1632.75
Capital,2019/08/14,1586.95833333333
Capital,2019/08/15,1580.08333333333
Capital,2019/08/16,1592.29166666666
Capital,2019/08/17,1586.25
Capital,2019/08/18,1521.79166666666
Capital,2019/08/19,1687.20833333333
Capital,2019/08/20,1692.70833333333
Capital,2019/08/21,1685.375
Capital,2019/08/22,1619.375
Capital,2019/08/23,1454.91666666666
Capital,2019/08/24,1289.83333333333
Capital,2019/08/25,1289.29166666666
Capital,2019/08/26,1325.5
Capital,2019/08/27,1345.41666666666
Capital,2019/08/28,1474.58333333333
Capital,2019/08/29,1463.54166666666
Capital,2019/08/30,1416.33333333333
Capital,2019/08/31,1307.83333333333
Capital,2019/09/01,1240.08333333333
Capital,2019/09/02,1322.91666666666
Capital,2019/09/03,1364.79166666666
Capital,2019/09/04,1431.58333333333
Capital,2019/09/05,1319.16666666666
Capital,2019/09/06,1280.41666666666
Capital,2019/09/07,1205.95833333333
Capital,2019/09/08,1190.83333333333
Capital,2019/09/09,1273.83333333333
Capital,2019/09/10,1336.33333333333
Capital,2019/09/11,1510.58333333333
Capital,2019/09/12,1434.29166666666
Capital,2019/09/13,1256.66666666666
Capital,2019/09/14,1240.25
Capital,2019/09/15,1229.375
Capital,2019/09/16,1306.5
Capital,2019/09/17,1285.375
Capital,2019/09/18,1256.54166666666
Capital,2019/09/19,1259.375
Capital,2019/09/20,1255.29166666666
Capital,2019/09/21,1225.375
Capital,2019/09/22,1272.33333333333
Capital,2019/09/23,1538.45833333333
Capital,2019/09/24,1400.95833333333
Capital,2019/09/25,1292.33333333333
Capital,2019/09/26,1354.83333333333
Capital,2019/09/27,1262.04166666666
Capital,2019/09/28,1251.29166666666
Capital,2019/09/29,1236.95833333333
Capital,2019/09/30,1271.29166666666
Capital,2019/10/01,1363.375
Capital,2019/10/02,1425.375
Capital,2019/10/03,1318.33333333333
Capital,2019/10/04,1295.54166666666
Capital,2019/10/05,1207.04166666666
Capital,2019/10/06,1259.29166666666
Capital,2019/10/07,1307.625
Capital,2019/10/08,1219.41666666666
Capital,2019/10/09,1196.45833333333
Capital,2019/10/10,1203.375
Capital,2019/10/11,1235.875
Capital,2019/10/12,1163.5
Capital,2019/10/13,1121.83333333333
Capital,2019/10/14,1199
Capital,2019/10/15,1222.5
Capital,2019/10/16,1285.5
Capital,2019/10/17,1251.79166666666
Capital,2019/10/18,1231.66666666666
Capital,2019/10/19,1107.125
Capital,2019/10/20,1153.125
Capital,2019/10/21,1180.29166666666
Capital,2019/10/22,1221.66666666666
Capital,2019/10/23,1171.83333333333
Capital,2019/10/24,1189.70833333333
Capital,2019/10/25,1201.20833333333
Capital,2019/10/26,1085.45833333333
Capital,2019/10/27,1155.25
Capital,2019/10/28,1163.70833333333
Capital,2019/10/29,1174.33333333333
Capital,2019/10/30,1169.875
Capital,2019/10/31,1207.20833333333
Capital,2019/11/01,1178.125
Capital,2019/11/02,1158.08333333333
Capital,2019/11/03,1148.95833333333
Capital,2019/11/04,1238.91666666666
Capital,2019/11/05,
Capital,2019/11/06,1210.29166666666
Capital,2019/11/07,1298.875
Capital,2019/11/08,1308.95833333333
Capital,2019/11/09,1289.54166666666
Capital,2019/11/10,1259.95833333333
Capital,2019/11/11,1286.91666666666
Capital,2019/11/12,1388.66666666666
Capital,2019/11/13,1450.66666666666
Capital,2019/11/14,1481.08333333333
Capital,2019/11/15,1373
Capital,2019/11/16,1301.04166666666
Capital,2019/11/17,1356.66666666666
Capital,2019/11/18,1380.16666666666
Capital,2019/11/19,1383.58333333333
Capital,2019/11/20,1365.95833333333
Capital,2019/11/21,1324.5
Capital,2019/11/22,1326.41666666666
Capital,2019/11/23,1275.91666666666
Capital,2019/11/24,1330.75
Capital,2019/11/25,1316.45833333333
Capital,2019/11/26,1284
Capital,2019/11/27,1326.875
Capital,2019/11/28,1251.08333333333
Capital,2019/11/29,1252.33333333333
Capital,2019/11/30,1300.41666666666
Capital,2019/12/01,1426.91666666666
Capital,2019/12/02,1447.54166666666
Capital,2019/12/03,1421.125
Capital,2019/12/04,1429.45833333333
Capital,2019/12/05,1414.45833333333
Capital,2019/12/06,1446.58333333333
Capital,2019/12/07,1422.20833333333
Capital,2019/12/08,1464.58333333333
Capital,2019/12/09,1423.33333333333
Capital,2019/12/10,1351.16666666666
Capital,2019/12/11,1369.5
Capital,2019/12/12,1440.75
Capital,2019/12/13,1460.20833333333
Capital,2019/12/14,1334.25
Capital,2019/12/15,
Capital,2019/12/16,1406.125
Capital,2019/12/17,1489.70833333333
Capital,2019/12/18,1458.70833333333
Capital,2019/12/19,1589.79166666666
Capital,2019/12/20,1618.91666666666
Capital,2019/12/21,1574.875
Capital,2019/12/22,1485.95833333333
Capital,2019/12/23,1406.375
Capital,2019/12/24,1317.95833333333
Capital,2019/12/25,1267.04166666666
Capital,2019/12/26,1327.79166666666
Capital,2019/12/27,1369.66666666666
Capital,2019/12/28,1277.5
Capital,2019/12/29,
Capital,2019/12/30,1368.625
Capital,2019/12/31,1355.25
Capital,2020/01/01,1275.33333333333
Capital,2020/01/02,1319.33333333333
Capital,2020/01/03,1321.41666666666
Capital,2020/01/04,1269.875
Capital,2020/01/05,1277.29166666666
Capital,2020/01/06,1404.75
Capital,2020/01/07,1392.125
Capital,2020/01/08,1388.5
Capital,2020/01/09,1478.91666666666
Capital,2020/01/10,1469.125
Capital,2020/01/11,1264.95833333333
Capital,2020/01/12,1157.625
Capital,2020/01/13,1336.58333333333
Capital,2020/01/14,1332.16666666666
Capital,2020/01/15,1316.29166666666
Capital,2020/01/16,1345.16666666666
Capital,2020/01/17,1467.79166666666
Capital,2020/01/18,1564.75
Capital,2020/01/19,1440.83333333333
Capital,2020/01/20,1490.25
Capital,2020/01/21,1564.70833333333
Capital,2020/01/22,1501.41666666666
Capital,2020/01/23,
Capital,2020/01/24,1412.41666666666
Capital,2020/01/25,1357.875
Capital,2020/01/26,1280.70833333333
Capital,2020/01/27,1306.70833333333
Capital,2020/01/28,1345.875
Capital,2020/01/29,1334.33333333333
Capital,2020/01/30,1413.16666666666
Capital,2020/01/31,1451.625
Capital,2020/02/01,
Capital,2020/02/02,1318.54166666666
Capital,2020/02/03,1345.875
Capital,2020/02/04,1359.70833333333
Capital,2020/02/05,1328.54166666666
Capital,2020/02/06,1422.95833333333
Capital,2020/02/07,1401.33333333333
Capital,2020/02/08,1371
Capital,2020/02/09,1447.25
Capital,2020/02/10,1415.75
Capital,2020/02/11,1385.70833333333
Capital,2020/02/12,1355.625
Capital,2020/02/13,1401.20833333333
Capital,2020/02/14,1448.29166666666
Capital,2020/02/15,
Capital,2020/02/16,1433.16666666666
Capital,2020/02/17,1361.5
Capital,2020/02/18,1474.875
Capital,2020/02/19,1370.91666666666
Capital,2020/02/20,1451.95833333333
Capital,2020/02/21,1471.58333333333
Capital,2020/02/22,1370.125
Capital,2020/02/23,1276.375
Capital,2020/02/24,1293.20833333333
Capital,2020/02/25,1312.91666666666
Capital,2020/02/26,1333.45833333333
Capital,2020/02/27,1372.79166666666
Capital,2020/02/28,1425.375
Capital,2020/02/29,1349.625
Capital,2020/03/01,1325.375
Capital,2020/03/02,1319.875
Capital,2020/03/03,1230.79166666666
Capital,2020/03/04,1219.08333333333
Capital,2020/03/05,1235.66666666666
Capital,2020/03/06,1295.33333333333
Capital,2020/03/07,1226.58333333333
Capital,2020/03/08,1208.75
Capital,2020/03/09,1174.33333333333
Capital,2020/03/10,1216.66666666666
Capital,2020/03/11,1183.70833333333
Capital,2020/03/12,1241
Capital,2020/03/13,1214.08333333333
Capital,2020/03/14,1161.625
Capital,2020/03/15,1124.66666666666
Capital,2020/03/16,1220.875
Capital,2020/03/17,1298.16666666666
Capital,2020/03/18,1199.70833333333
Capital,2020/03/19,1224.91666666666
Capital,2020/03/20,1208.875
Capital,2020/03/21,1100.41666666666
Capital,2020/03/22,1143.25
Capital,2020/03/23,1295.75
Capital,2020/03/24,1268.79166666666
Capital,2020/03/25,1238.375
Capital,2020/03/26,1180.375
Capital,2020/03/27,1096.58333333333
Capital,2020/03/28,
Capital,2020/03/29,1190.20833333333
Capital,2020/03/30,1200.29166666666
Capital,2020/03/31,1191.625
Capital,2020/04/01,1142.125
Capital,2020/04/02,1156.75
Capital,2020/04/03,1186.375
Capital,2020/04/04,1046.125
Capital,2020/04/05,1035.125
Capital,2020/04/06,1045.33333333333
Capital,2020/04/07,1069.04166666666
Capital,2020/04/08,1108.83333333333
Capital,2020/04/09,1181.91666666666
Capital,2020/04/10,1172.70833333333
Capital,2020/04/11,1099.75
Capital,2020/04/12,1070.29166666666
Capital,2020/04/13,1126.33333333333
Capital,2020/04/14,1058.29166666666
Capital,2020/04/15,1076.45833333333
Capital,2020/04/16,1117.79166666666
Capital,2020/04/17,1133.25
Capital,2020/04/18,1115.91666666666
Capital,2020/04/19,1026.5
Capital,2020/04/20,1022.20833333333
Capital,2020/04/21,1157.33333333333
Capital,2020/04/22,1165.75
Capital,2020/04/23,1133.5
Capital,2020/04/24,1146.79166666666
Capital,2020/04/25,993.083333333333
Capital,2020/04/26,1059.29166666666
Capital,2020/04/27,1165.70833333333
Capital,2020/04/28,1083.95833333333
Capital,2020/04/29,1090.29166666666
Capital,2020/04/30,1150.20833333333
Capital,2020/05/01,1101.08333333333
Capital,2020/05/02,953.208333333333
Capital,2020/05/03,922.083333333333
Capital,2020/05/04,1041.08333333333
Capital,2020/05/05,1048.33333333333
Capital,2020/05/06,1083.33333333333
Capital,2020/05/07,1049.58333333333
Capital,2020/05/08,1044.625
Capital,2020/05/09,1090.45833333333
Capital,2020/05/10,1054.79166666666
Capital,2020/05/11,1114.33333333333
Capital,2020/05/12,1120.79166666666
Capital,2020/05/13,1095.25
Capital,2020/05/14,1086.58333333333
Capital,2020/05/15,1103.66666666666
Capital,2020/05/16,1024.20833333333
Capital,2020/05/17,1022.95833333333
Capital,2020/05/18,1104.5
Capital,2020/05/19,6179.39683248393
Capital,2020/05/20,1078.83333333333
Capital,2020/05/21,1088.33333333333
Capital,2020/05/22,1143.08333333333
Capital,2020/05/23,1220.16666666666
Capital,2020/05/24,1084.20833333333
Capital,2020/05/25,1118.45833333333
Capital,2020/05/26,1323.625
Capital,2020/05/27,1515.20833333333
Capital,2020/05/28,1520.91666666666
Capital,2020/05/29,1570.875
Capital,2020/05/30,1293.16666666666
Capital,2020/05/31,1098.16666666666
Capital,2020/06/01,1144.83333333333
Capital,2020/06/02,1183
Capital,2020/06/03,1224.5
Capital,2020/06/04,1363
Capital,2020/06/05,1510.875
Capital,2020/06/06,1490.08333333333
Capital,2020/06/07,1206.91666666666
Capital,2020/06/08,1242.08333333333
Capital,2020/06/09,1363.08333333333
Capital,2020/06/10,1468.25
Capital,2020/06/11,1629.91666666666
Capital,2020/06/12,1416.66666666666
Capital,2020/06/13,1159.79166666666
Capital,2020/06/14,1113.33333333333
Capital,2020/06/15,1218.04166666666
Capital,2020/06/16,1275.75
Capital,2020/06/17,1373.54166666666
Capital,2020/06/18,1511.16666666666
Capital,2020/06/19,1648.04166666666
Capital,2020/06/20,1614.45833333333
Capital,2020/06/21,1641.54166666666
Capital,2020/06/22,1794.16666666666
Capital,2020/06/23,1880.41666666666
Capital,2020/06/24,1745.95833333333
Capital,2020/06/25,1502.83333333333
Capital,2020/06/26,1488.04166666666
Capital,2020/06/27,1370.25
Capital,2020/06/28,1328.33333333333
Capital,2020/06/29,1442.79166666666
Capital,2020/06/30,1459.33333333333
Capital,2020/07/01,1454.75
Capital,2020/07/02,1518.5
Capital,2020/07/03,1578.33333333333
Capital,2020/07/04,1471.79166666666
Capital,2020/07/05,1482.41666666666
Capital,2020/07/06,1600.79166666666
Capital,2020/07/07,1650.16666666666
Capital,2020/07/08,1755.66666666666
Capital,2020/07/09,1770.45833333333
Capital,2020/07/10,1855.875
Capital,2020/07/11,1734.5
Capital,2020/07/12,1684.5
Capital,2020/07/13,1702.41666666666
Capital,2020/07/14,1628.70833333333
Capital,2020/07/15,1571.875
Capital,2020/07/16,1606.41666666666
Capital,2020/07/17,1502.25
Capital,2020/07/18,1585.79166666666
Capital,2020/07/19,1727.54166666666
Capital,2020/07/20,1887.16666666666
Capital,2020/07/21,1737.75
Capital,2020/07/22,
Capital,2020/07/23,1728.58333333333
Capital,2020/07/24,1707.95833333333
Capital,2020/07/25,1641.20833333333
Capital,2020/07/26,1665.625
Capital,2020/07/27,1886.54166666666
Capital,2020/07/28,1915.75
Capital,2020/07/29,1688.70833333333
Capital,2020/07/30,1717.875
Capital,2020/07/31,1639
Capital,2020/08/01,1628
Capital,2020/08/02,1674.83333333333
Capital,2020/08/03,1790.54166666666
Capital,2020/08/04,1651.08333333333
Capital,2020/08/05,1485.125
Capital,2020/08/06,1433.625
Capital,2020/08/07,1428.91666666666
Capital,2020/08/08,1500.70833333333
Capital,2020/08/09,
Capital,2020/08/10,1777.875
Capital,2020/08/11,1856.91666666666
Capital,2020/08/12,1852.25
Capital,2020/08/13,1700.08333333333
Capital,2020/08/14,1689.70833333333
Capital,2020/08/15,1561.20833333333
Capital,2020/08/16,1448.375
Capital,2020/08/17,1449.20833333333
Capital,2020/08/18,1496.625
Capital,2020/08/19,1414.5
Capital,2020/08/20,1368.75
Capital,2020/08/21,1469.95833333333
